nombre_producto,url,nombre_laboratorio,descripcion,composicion,indicaciones,presentacion,principios_activos,patologias,error
ACEMUK BIOTIC DUO,https://ar.prvademecum.com/medicamento/acemuk-biotic-duo-18717/,SIEGFRIED,Antibiótico. Mucolítico.,Cada comprimido recubierto contiene: Amoxicilina (como trihidrato) 875 mg; N-Acetilcisteína 300 mg. Excipientes c.s.,"Acemuk Biotic Dúo está indicado en el tratamiento de las infecciones del aparato respiratorio ocasionadas por cepas sensibles (solamente beta-lactamasa negativas) de los gérmenes que se mencionan a continuación: Streptococcus spp. (solo cepas alfa y beta hemolíticas), Streptococcus pneumoniae, o Haemophilus influenzae, especialmente cuando existan secreciones bronquiales viscosas y/o purulentas.",Envase conteniendo 14 comprimidos recubiertos.,Amoxicilina; Acetilcisteína,Bronquitis; Infecciones respiratorias,
ACEMUK DIA Y NOCHE,https://ar.prvademecum.com/medicamento/acemuk-dia-y-noche-21037/,SIEGFRIED,Mucolítico. Descongestivo. Antihistamínico.,Acemuk Día: Cada comprimido efervescente contiene: Paracetamol 500 mg; N-Acetilcisteína 200 mg; Pseudoefedrina Clorhidrato 40 mg. Excipientes c.s. Acemuk Noche: Cada comprimido efervescente contiene: Paracetamol 500 mg; Clorferinamina Maleato 4 mg. Excipientes c.s.,"Tratamiento sintomático de corto plazo del resfrío y de los cuadros gripales que se acompañan de un aumento de las secreciones respiratorias densas y viscosas, fiebre, dolor en las extremidades y congestión nasal.",Envase conteniendo 16 comprimidos efervescentes: 12 comprimidos efervescentes de Acemuk Día y 4 comprimidos efervescentes de Acemuk Noche.,Acetilcisteína; Clorfeniramina; Paracetamol; Seudoefedrina,Gripe,
ACEMUK GRIP,https://ar.prvademecum.com/medicamento/acemuk-grip-30283/,SIEGFRIED,"Mucolítico. Analgésico, antipirético.","Cada comprimido efervescente contiene: Acetilcisteína 200,00 mg; Paracetamol 500,00 mg. Excipientes.","Acemuk Grip está indicado para el alivio sintomático del resfrío y procesos gripales, que cursan con fiebre, dolor leve a moderado y aumento de las secreciones mucosas densas y viscosas, en adultos y adolescentes mayores de 12 años.",Acemuk Grip comprimidos efervescentes: Envases conteniendo 10 comprimidos efervescentes.,Acetilcisteína; Paracetamol,Gripe,
ACEMUK JARABE,https://ar.prvademecum.com/medicamento/acemuk-jarabe-13337/,SIEGFRIED,Mucolítico de las vías respiratorias.,Acemuk 200: Cada comprimido efervescente contiene: N-Acetilcisteína 200 mg. Acemuk 600: Cada comprimido efervescente contiene: N-Acetilcisteína 600 mg. Acemuk Jarabe: Cada frasco contiene: 40 g de granulado para preparar 100 ml de jarabe: N-Acetilcisteína 2g/100 ml. Excipientes c.s.,"Para el tratamiento de todas las enfermedades de las vías respiratorias que presentan una alta secreción mucosa. La N-Acetilcisteína es usada como mucolítico en el tratamiento complementario de las secreciones mucosas patológicas además de las afecciones broncopulmonares agudas y crónicas siguientes: neumonía, bronquitis, bronquitis crónica asmatiforme, enfisema, traqueo-bronquitis, tuberculosis, dilatación de los bronquios, amiloidosis pulmonar primaria, complicaciones pulmonares en la mucoviscidosis y en las etapas posteriores a las intervenciones torácicas y cardiovasculares, tratamientos post-traumáticos, exámenes pulmonares de diagnóstico, traqueotomías. En todas las afecciones asociadas a una secreción mucopurulenta intensa: sinusitis, faringitis, laringitis, otitis media secretante y pacientes laringostomizados.","Acemuk 200: Envase conteniendo 10 comprimidos efervescentes. Acemuk 600: Envases conteniendo 10, 20 y 60 comprimidos efervescentes. Acemuk Jarabe: Envase conteniendo 40 g de granulado para preparar 100 ml de jarabe de N-Acetilcisteína al 2%.",Acetilcisteína,Bronquitis,
ACEMUK L,https://ar.prvademecum.com/medicamento/acemuk-l-19602/,SIEGFRIED,Antibiótico. Mucolítico. Anestésico local.,Cada comprimido de disolución bucal contiene: N-Acetilcisteína 100 mg; Tirotricina 8 mg; Lidocaína (como clorhidrato) 1 mg. Excipientes c.s.,Tratamiento sintomático de las afecciones buco-faringo-laríngeas acompañadas de un aumento de las secreciones respiratorias densas y viscosas.,Envase conteniendo 20 comprimidos de disolución bucal.,Acetilcisteína; Lidocaína; Tirotricina,Faringitis,
ACENOCOUMAROL ROSPAW,https://ar.prvademecum.com/medicamento/acenocoumarol-rospaw-18808/,ROSPAW,Acenocumarol. Anticoagulante oral cumarínico. 4mg Comp. x 20.,,,,Acenocumarol,Tromboembolismo y trombosis,
ACERPES,https://ar.prvademecum.com/medicamento/acerpes-10533/,SIEGFRIED,Antiviral. Antiherpético.,Acerpes 400: Cada comprimido contiene: Aciclovir 400 mg. Acerpes 800: Cada comprimido contiene: Aciclovir 800 mg. Acerpes Crema: Cada g de crema contiene: Aciclovir 50 mg. Excipientes: c.s.,"Comprimidos: Tratamiento del herpes genital. Profilaxis de su recurrencia frecuente (6 episodios anuales) de las infecciones por herpes genital. Tratamiento de la infección mucocutánea producida por Herpes simple, incluyendo tipos I y II en pacientes inmunocomprometidos. Profilaxis del Herpes simple y del Herpes zóster en pacientes inmunocomprometidos incluyendo aquellos con depresión de la médula ósea, infectados por HIV y aquellos que se encuentran bajo tratamiento quimioterápico. Tratamiento del herpes zóster. Tratamiento del Herpes zóster oftálmico. Tratamiento de varicela en pacientes inmunosuprimidos o pacientes no inmunosuprimidos cuyo cuadro se haya complicado con neumonía, encefalitis o hepatitis. El beneficio de su indicación en el tratamiento de pacientes no inmunocomprometidos con varicela no complicada debe ser cuidadosamente evaluado por el médico. Si la indicación se juzgara beneficiosa, la terapia deberá ser instituida dentro de las 24 horas siguientes a la aparición de las manifestaciones típicas de la enfermedad. Otras posibles indicaciones se encuentran aún en fase experimental. Crema: Tratamiento de la infección mucocutánea inicial o recurrente producida por Herpes simple en pacientes inmunocomprometidos; no obstante, el aciclovir sistémico es más efectivo. Tratamiento adjunto de las infecciones por Herpes zóster en pacientes inmunocomprometidos que hayan comenzado tratamiento por vía sistémica con otros regímenes de tratamiento para Herpes zóster.",Acerpes 400: Envase conteniendo 20 comprimidos. Acerpes 800: Envase conteniendo 20 comprimidos. Acerpes crema: Envase conteniendo 5 g de crema.,Aciclovir,Herpes; Virosis cutaneomucosas; Virosis sistémicas,
ACERPRES CREMA,https://ar.prvademecum.com/medicamento/acerpres-crema-31672/,SIEGFRIED,Aciclovir. Antiviral. 5% Crema x 5g.,,,,Aciclovir,Herpes; Virosis cutaneomucosas; Virosis sistémicas,
ACETA,https://ar.prvademecum.com/medicamento/aceta-23540/,NOVOPLOS,Acetazolamida. Antiglaucomatoso. 250mg Comp. x 20.,,,,Acetazolamida,Glaucoma,
ACI-TIP,https://ar.prvademecum.com/medicamento/aci-tip-21/,SIEGFRIED,Antiácido regulador del pH gástrico. Antiflatulento. Demulcente.,"Comprimidos masticables: Cada comprimido masticable sabor dulce de leche contiene: Hidróxido de Aluminio Gel Desecado 650 mg, Hidróxido de Magnesio 350 mg, Simeticona 30 mg. Excipientes c.s. Suspensión: Cada 10 ml de suspensión contiene: Magaldrato 800 mg; Simeticona 60 mg. Excipientes c.s.","Alivio de los síntomas (acidez, pirosis, dolor epigástrico) de úlcera péptica, gastritis, hiperacidez gástrica, hernia hiatal, reflujo gastroesofágico, esofagitis por reflujo.",Aci-Tip comprimidos masticables: Envase conteniendo 10 comprimidos masticables. Aci-Tip suspensión: Envase conteniendo 200 ml de suspensión.,Magaldrato; Simeticona,Acidez gástrica,
ACICLOVIR GEMEPE,https://ar.prvademecum.com/medicamento/aciclovir-gemepe-29105/,GEMEPE,Aciclovir. Antiviral. 500mg /20ml Caja x 50.,,,,Aciclovir,Virosis sistémicas,
ACICLOVIR PHARMAVIAL,https://ar.prvademecum.com/medicamento/aciclovir-pharmavial-26395/,IBC,Aciclovir. Antiviral. Liof. 500mg F.Amp. x 50 EH. Liof. 500mg F.Amp. x 100 EH.,,,,Aciclovir,Virosis sistémicas,
ACIDO AMINOCAPROICO DRAWER,https://ar.prvademecum.com/medicamento/acido-aminocaproico-drawer-27308/,DRAWER,Aminocaproico ácido. Inhib. de fibrinolisis. Amp. x 100 x 10ml.,,,,Aminocaproico ácido,Hemorragias posparto; Hemorragias,
ACIDO FOLICO RICHMOND,https://ar.prvademecum.com/medicamento/acido-folico-richmond-25866/,RICHMOND,Fólico ácido. Antianémico. 1mg Comp. x 60. 5mg Comp. x 60.,,,,Fólico ácido,Anemias,
ACIDO FOLICO VANNIER 1,https://ar.prvademecum.com/medicamento/acido-folico-vannier-1-16403/,VANNIER S.A.,Fólico ácido. Antianémico. 1mg Comp. x 30.,,,,Fólico ácido,Anemias,
ACIDO FOLICO VANNIER 10,https://ar.prvademecum.com/medicamento/acido-folico-vannier-10-23711/,VANNIER S.A.,Fólico ácido. Antianémico. 10mg Comp. x 30.,,,,Fólico ácido,Anemias,
ACIDO FOLICO VANNIER 5,https://ar.prvademecum.com/medicamento/acido-folico-vannier-5-11226/,VANNIER S.A.,Fólico ácido. Antianémico. 5mg Comp. x 30.,,,,Fólico ácido,Anemias,
ACIDO ZOLEDRONICO IMA,https://ar.prvademecum.com/medicamento/acido-zoledronico-ima-24850/,IMA,Zoledrónico ácido. Inhib. de la resorción osteoclástica. Liof. 4mg Polvo + Solvente.,,,,Zoledrónico ácido,Hipercalcemia,
ACIDO ZOLEDRONICO MICROSULES,https://ar.prvademecum.com/medicamento/acido-zoledronico-microsules-22828/,MICROSULES ARG,Zoledrónico ácido. Inhib. de la resorción osteoclástica. Liof. 4mg Iny. F.Amp. x 1 + 1 F.Amp.Disol.,,,,Zoledrónico ácido,Hipercalcemia,
ACIDO ZOLEDRONICO RICHET®,https://ar.prvademecum.com/medicamento/acido-zoledronico-richet-19508/,RICHET,Inh. de la resorción ósea.,"Cada frasco ampolla de 100ml contiene: ácido zoledrónico (como ácido zoledrónico monohidrato 5,330mg) 5mg. Excipientes: manitol, citrato de sodio, agua para inyectables, csp 100ml.","Tratamiento de metástasis osteolíticas, osteoblásticas y mixtas de neoplasias sólidas y lesiones osteolíticas de mieloma múltiple, junto con el tratamiento estándar antineoplásico.",Envases con 1 frasco ampolla y envases para uso hospitalario exclusivo con 1 frasco ampolla.,Zoledrónico ácido,Hipercalcemia,
ACIFOL 1,https://ar.prvademecum.com/medicamento/acifol-1-5815/,DOMINGUEZ,Suplemento vitamínico.,Cada comprimido ranurado contiene: ácido fólico 1mg.,Tratamiento de la anemia megaloblástica por deficiencia de ácido fólico. Prevención de defectos del tubo neural. Tratamiento de las deficiencias de ácido fólico.,Env. con 30 y 60 comprimidos ranurados.,Fólico ácido,Anemias,
ACIFOL 10,https://ar.prvademecum.com/medicamento/acifol-10-9937/,DOMINGUEZ,Antianémico.,Cada comprimido ranurado contiene: ácido fólico 10mg.,Tratamiento de la anemia megaloblástica por deficiencia de ácido fólico que requieren dosis elevadas. Tratamiento de las deficiencias de ácido fólico.,Env. con 30 y 60 comprimidos ranurados.,Fólico ácido,Anemias,
ACIFOL 5,https://ar.prvademecum.com/medicamento/acifol-5-6968/,DOMINGUEZ,Suplemento vitamínico.,Cada comprimido ranurado contiene: ácido fólico 5mg.,Tratamiento de la anemia megaloblástica por deficiencia de ácido fólico. Prevención de defectos del tubo neural. Tratamiento de las deficiencias de ácido fólico.,Env. con 30 y 60 comprimidos ranurados.,Fólico ácido,Anemias,
ACIFOL FE,https://ar.prvademecum.com/medicamento/acifol-fe-26354/,DOMINGUEZ,"Suplemento de hierro, ácido fólico y vitamina B12. Antianémico.","Cada comprimido recubierto contiene: Principios activos: Ácido fólico: 0,5 mg, Hierro elemental: 100 mg (como Hierro Polimaltosato 370,37 mg), Cianocobalamina: 0,2 mg. Excipientes: Croscarmellosa sódica 38,00 mg; Dióxido de silicio coloidal 4,43 mg; Celulosa microcristalina 54,22 mg; Almidón glicolato de sodio 28,00 mg; Estearato de magnesio 2,14 mg; Manitol 60,43 mg; Povidona 26,00 mg; Copovidona 15,62 mg; Alcohol polivinílico parcialmente hidrolizado 6,00 mg; Dióxido de titanio 0,91 mg; Polietilenglicol 3350 3,03 mg; Talco 2,22 mg; Índigo Carmín FD&C NRO2 (Laca Alumínica) 0,07 mg; Colorante Rojo Allura FD&C N°40 laca alumínica (CI16035:1) 2,54 mg; Colorante Amarillo Ocaso, Laca de Aluminio (CI 15985:1) 0,23 mg; Alcohol polivinílico 1,41 mg; Talco 0,81 mg; Polietilenglicol 0,41 mg; Pigmento perlado con base de mica (CI 77019/CI 77891) 0,3 mg; Polisorbato 80 0,07 mg; Sacarina sódica 0,05 mg.","Tratamiento y prevención de anemia por déficit de hierro, ácido fólico y vitamina B12.",Envases conteniendo 30 y 60 comprimidos recubiertos.,Hierro; Fólico ácido; Vitamina B12,Anemias,
ACIFOL GOTAS,https://ar.prvademecum.com/medicamento/acifol-gotas-13817/,DOMINGUEZ,Antianémico. Suplemento vitamínico.,"Cada gota contiene: 0,25mg de ácido fólico.",Tratamiento de la anemia megaloblástica por deficiencia de ácido fólico. Tratamiento de las deficiencias de ácido fólico.,Fcos. x 10ml.,Fólico ácido,Anemias,
ACIFOL-B12,https://ar.prvademecum.com/medicamento/acifol-b12-14974/,DOMINGUEZ,Suplemento de ácido fólico y vitamina B12.,Cada comprimido ranurado contiene: ácido fólico 1mg; cianocobalamina 1mg.,Tratamiento de las deficiencias de ácido fólico y vitamina B12.,Env. con 30 y 60 comprimidos ranurados.,Fólico ácido; Cianocobalamina,Anemias,
ACIFUSIN,https://ar.prvademecum.com/medicamento/acifusin-19947/,ANDROMACO,El Acifusín es un antibiótico tópico que posee una actividad altamente eficaz en las infecciones estafilocócicas de la piel. La marcada penetración del Acifusín permite que las concentraciones tópicas alcanzadas sean también eficaces sobre estreptococos y otros agentes responsables de las infecciones dérmicas habituales.,"Cada 100 g de ungüento contiene: Fusidato de Sodio 2,0 g. Excipientes: Vaselina Líquida; Alcohol Cetílico; Lanolina Especial; Vaselina Sólida.","El Acifusín está indicado en las infecciones primarias y secundarias de la piel ocasionadas por cepas sensibles de Staphylococcus aureus, Streptococcus spp y Corynebacterium minutissimum. Las infecciones primarias que responden al tratamiento son: impétigo, eritrasma y heridas y quemaduras secundariamente infectadas.",Pomos con 15 g.,Fusídico ácido,Dermatitis bacterianas; Heridas; Quemaduras,
ACIFUSIN B,https://ar.prvademecum.com/medicamento/acifusin-b-19946/,ANDROMACO,"Antibacteriano, antiinflamatorio, antipruriginoso.","Cada 100 gramos contienen: Ácido Fusídico 2,0 g, Betametasona (como 17-Valerato) 0,1 g. Excipientes: Alcohol Cetoestearílico; Ceteth-20; Vaselina Líquida; Vaselina Sólida; Fosfato de Sodio; Clorocresol; Hidróxido de Sodio c.s.p. pH 4,0-6,0; Agua Purificada c.s.p.","Indicado en el tratamiento de dermopatías inflamatorias, acompañadas de infección secundaria de origen bacteriano, con gérmenes sensibles al Ácido Fusídico.",Envases con 15 g.,Fusídico ácido; Betametasona valerato,Dermatitis alérgicas; Dermatitis bacterianas,
ACILAC OMEGA 3-6,https://ar.prvademecum.com/medicamento/acilac-omega-3-6-23433/,NOVOPLOS,Hidrat. humect. pieles atópicas y xerótidas. Pomo Crema x 200g.,,,,Alfa tocoferol; Avena; Omega 3; Omega 6; Pantenol,"Piel, protectores",
ACIMED,https://ar.prvademecum.com/medicamento/acimed-31091/,MEDISOL,Omeprazol. Antiulceroso. 20mg Caps. Micr. Gast x 28.,,,,Omeprazol,Esofagitis por reflujo; Ulcera péptica,
ACIMED,https://ar.prvademecum.com/medicamento/acimed-11266/,LEPETIT,Omeprazol. Inh. de la secreción ác. gástrica. Inh. bomba de protones. Antiulceroso. 40mg Caps. x 15. 40mg Caps. x 30.,,,,Omeprazol,Esofagitis por reflujo; Ulcera péptica,
ACIMED F,https://ar.prvademecum.com/medicamento/acimed-f-31152/,SANITAS,Famotidina. Antiulceroso. 20mg Comp. x 30. 40mg Comp. x 30.,,,,Famotidina,Ulcera péptica,
ACIMED L,https://ar.prvademecum.com/medicamento/acimed-l-26833/,LEPETIT,Lansoprazol. Inh. bomba de protones. 30mg Caps. x 30.,,,,Lansoprazol,Esofagitis por reflujo; Ulcera péptica,
ACIPOUN ORAL,https://ar.prvademecum.com/medicamento/acipoun-oral-18911/,MEDIPHARMA,Clorhexidina. Antibacteriano. Colut. x 200ml.,,,,Clorhexidina,Gingivitis - Estomatitis,
ACIVAL®,https://ar.prvademecum.com/medicamento/acival-29/,GEMINIS FARMAC.,Bloqueante selectivo de los canales de calcio con predominio de acción vascular.,Cada comprimido recubierto contiene: Nimodipina Micronizada 30 mg.,Prevención y tratamiento del déficit neurológico isquémico secundario a vasoespasmo como consecuencia de una hemorragia subaracnoidea por ruptura aneurismática.,ACIVAL® 30 mg: envases conteniendo 30 y 60 comprimidos recubiertos.,Nimodipina,Insuficiencia circulatoria cerebral y perif.,
ACLASTA®,https://ar.prvademecum.com/medicamento/aclasta-17647/,BIOSIDUS S.A.U,Inhibidor de la resorción ósea. Antirresortivo.,"Cada frasco ampolla de 100ml contiene: ácido zoledrónico (como ácido zoledrónico monohidrato 5,330mg) 5mg. Excipientes: (manitol, citrato de sodio, agua para inyectables) csp 100ml.","Tratamiento de la osteoporosis en mujeres posmenopáusicas para reducir la incidencia de fracturas vertebrales, de la cadera y otras facturas no vertebrales, y para incrementar la densidad mineral ósea. Prevención de fracturas clínicas tras una fractura de cadera en varones y mujeres. Tratamiento de la osteoporosis en mujeres posmenopáusicas. Tratamiento de la osteoporosis en varones. Prevención y tratamiento y osteoporosis inducida por corticoides. Tratamiento de la enfermedad ósea de Paget (osteítis deformante).",ACLASTA® 5mg/100ml Solución para infusión se suministra en un frasco de plástico transparente de 100ml cerrado con un tapón de caucho bromobutilo recubierto de fluoropolímero y una tapa desprendible de aluminio/polipropileno.,Zoledrónico ácido,Hipercalcemia; Osteoporosis,
ACLOSAN®,https://ar.prvademecum.com/medicamento/aclosan-11202/,EUROFARMA ARG.,"Relajación del músculo liso prostático y del cuello vesical. Disminución de la resistencia al flujo de orina, asociada a la hiperplasia prostática benigna.","Cada cápsula de liberación controlada contiene: Tamsulosina clorhidrato 0.4 mg (Equivalente a 0.367 mg de Tamsulosina). Excipientes: Almidón 94,3mg. Azúcar 50,8 mg. Talco 21,4 mg. Povidona 4,10 mg. Etilcelulosa 10 mg. Triglicéridos de cadena media 2,5 mg. Copolímero de ácido metacrílico tipo A 16,6 mg. El Clorhidrato de Tamsulosina es el mono clorhidrato de (-)-(R)-5-(2-((2-(0-etoxifenoxi) etil (amino(propil(-2-metoxibencenosulfonamida. La fórmula empírica es C20 H28 N2 O5 S. HCI. El peso molecular es de 444.98.",Tratamiento de signos y síntomas de la hiperplasia prostática benigna. Aclosan® no está indicado para el tratamiento de la hipertensión.,Envases conteniendo 30 y 40 cápsulas de liberación controlada.,Tamsulosina,"Próstata, adenoma",
